이재명,윤석열,안철수,time_label
36.13447461629279,42.142148760330564,8.888665879574969,1
36.72933049946865,42.36068012752391,8.29298618490967,2
39.22853080568721,41.16132701421801,8.054028436018958,3
41.298828125,43.42998046875,7.528515624999999,4
